caminho_original,caminho_processado,classe,classe_bruta,status_geral,origem_dataset,largura,altura,proporcao,tem_alpha,borda_fundo_estudio,borda_fracao_dessaturada
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085710.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085712.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.004
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085715.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.109
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085721.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.01
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085729.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.016
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085732.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.113
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085740.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085742.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.007
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085748.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.021
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085750.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.026
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085753.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.142
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085801.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.062
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085805.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.014
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085811.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.007
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085816.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.004
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085825.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085828.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.039
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085834.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085837.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085840.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085842.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085846.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085854.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.003
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085904.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085914.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085920.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.019
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085928.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.024
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085929.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085932.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085939.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085941.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.025
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085944.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085949.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085951.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.012
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_085956.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.172
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090000.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.02
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090002.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.047
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090007.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.021
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090015.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.076
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090019.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.032
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090026.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090027.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.03
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090033.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.021
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090035.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.038
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090048.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090057.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.004
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090118.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090122.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.036
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090133.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090142.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090143.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090148.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090155.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090200.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.02
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090205.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090220.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.016
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090222.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.003
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090230.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090235.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.022
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090238.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090246.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.079
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090251.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.085
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090256.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.047
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090303.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.103
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090309.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.016
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090311.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090316.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.142
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090320.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.224
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090324.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.025
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090329.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.148
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090332.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.064
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090341.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.013
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090342.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.017
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090347.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090351.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.064
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090403.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.075
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090406.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.056
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090413.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.023
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090415.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.037
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090418.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.145
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090420.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.147
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090424.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090429.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.155
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090432.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.01
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090438.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.102
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090444.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090448.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090453.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.018
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090501.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.15
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090503.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.17
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090511.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.049
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090513.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.034
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090519.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090523.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.188
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_090526.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,True,0.166
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Corn Disease detection\Healthy corn\20200727_091208.jpg,,Saudavel,Healthy corn,saudavel,internet,3264,2448,1.333,False,False,0.003
